LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,AQUIFER_TYPE,WLS_WTR_LEVEL,Broader_Classification_Soil,Broad_Soil_Type,SITE_TYPE,WLS_WTR_LEVEL_Categorized,Total Annual Ground Water Recharge,Broader_Classification_Lithology
24.062,77.293,2021.0,7.9,560.0,0.0,256.0,15.0,20.0,24.0,245.0,68.0,18.0,17.0,0.2,0.1,Unconfined,17.49,Others,Others,Dug Well,Artesian,71051.44,Mixed
23.772,77.609,2021.0,7.84,722.0,0.0,281.0,72.0,17.0,8.0,195.0,50.0,17.0,76.0,2.8,0.5,Unconfined,16.57,Others,Others,Tube Well,Artesian,63986.56,Others
23.899,78.061,2021.0,7.96,776.0,0.0,250.0,107.0,13.0,10.0,185.0,48.0,16.0,79.0,19.2,0.25,Unconfined,12.95,Others,Others,Dug Well,Artesian,71051.44,Mixed
23.516,77.811,2021.0,7.47,985.0,0.0,336.0,135.0,10.0,5.0,310.0,88.0,22.0,78.0,3.9,0.26,Unconfined,6.43,Others,Others,Dug Well,Shallow,63986.56,Mixed
24.122,77.6347,2021.0,8.04,1300.0,0.0,573.0,75.0,50.0,2.62,350.0,68.0,44.0,135.0,1.5,1.12,Unconfined,14.71,Others,Others,Tube Well,Artesian,63986.56,Mixed
24.122,77.6347,2021.0,7.71,930.0,0.0,305.0,110.0,78.0,4.67,265.0,40.0,40.0,89.0,2.6,1.28,Unconfined,8.7,Others,Others,Dug Well,Shallow,87459.12,Mixed
24.122,77.6347,2021.0,7.93,510.0,0.0,140.0,47.0,39.0,14.77,160.0,24.0,24.0,36.0,11.2,0.38,Unconfined,15.7,Others,Others,Dug Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,7.65,920.0,0.0,159.0,147.0,70.0,38.26,285.0,38.0,46.0,76.0,5.8,0.49,Unconfined,6.09,Loamy,Loamy,Dug Well,Shallow,38102.26,Mixed
24.122,77.6347,2021.0,7.31,700.0,0.0,256.0,22.0,91.0,3.42,300.0,22.0,60.0,15.0,10.8,1.27,Unconfined,2.4,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,38102.26,Mixed
24.122,77.6347,2021.0,7.7,520.0,0.0,195.0,52.0,21.0,1.17,210.0,26.0,35.0,19.0,5.6,1.07,Unconfined,1.08,Loamy,Loamy,Dug Well,Shallow,4172.01,Mixed
24.122,77.6347,2021.0,7.63,1100.0,0.0,214.0,175.0,84.0,32.95,350.0,48.0,56.0,89.0,4.4,0.82,Unconfined,3.15,Loamy,Loamy,Dug Well,Shallow,2380.29,Mixed
24.122,77.6347,2021.0,8.11,2480.0,0.0,854.0,250.0,95.0,55.0,810.0,26.0,181.0,195.0,1.1,3.4,Unconfined,2.4,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,37299.13,Mixed
24.122,77.6347,2021.0,8.15,980.0,0.0,366.0,75.0,33.0,16.06,175.0,20.0,30.0,48.0,163.0,0.49,Unconfined,4.65,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,37299.13,Mixed
24.122,77.6347,2021.0,8.2,3650.0,0.0,854.0,650.0,85.0,58.0,225.0,16.0,45.0,708.0,45.0,2.7,Unconfined,1.38,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,38102.26,Mixed
24.122,77.6347,2021.0,7.9,340.0,0.0,73.0,40.0,31.0,14.38,120.0,22.0,16.0,18.0,6.8,0.35,Unconfined,1.23,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,38102.26,Mixed
24.122,77.6347,2021.0,7.87,710.0,0.0,293.0,70.0,6.0,3.14,205.0,20.0,38.0,50.0,31.0,0.5,Confined,4.44,Rocky/Gravelly,Rocky/Gravelly,Tube Well,Shallow,38102.26,Mixed
24.122,77.6347,2021.0,7.64,1070.0,0.0,183.0,150.0,96.0,46.49,305.0,46.0,46.0,103.0,4.0,0.62,Unconfined,2.63,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,38102.26,Mixed
24.122,77.6347,2021.0,8.12,860.0,0.0,232.0,72.0,107.0,33.99,275.0,50.0,36.0,47.0,40.0,0.35,Unconfined,42.42,Loamy,Loamy,Dug Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,7.81,170.0,0.0,61.0,12.0,4.0,11.57,70.0,14.0,9.0,4.0,1.3,0.07,Unconfined,2.46,Loamy,Loamy,Dug Well,Shallow,87459.12,Mixed
24.122,77.6347,2021.0,7.75,1730.0,0.0,378.0,257.0,138.0,12.21,400.0,12.0,90.0,210.0,2.9,1.46,Unconfined,7.02,Loamy,Loamy,Dug Well,Shallow,87459.12,Mixed
24.122,77.6347,2021.0,7.9,1060.0,0.0,299.0,105.0,88.0,30.29,405.0,56.0,64.0,54.0,3.2,0.94,Unconfined,4.01,Loamy,Loamy,Dug Well,Shallow,87459.12,Mixed
24.122,77.6347,2021.0,7.45,1130.0,0.0,67.0,232.0,134.0,13.93,360.0,84.0,36.0,70.0,39.6,0.45,Unconfined,6.57,Loamy,Loamy,Tube Well,Shallow,87459.12,Mixed
24.122,77.6347,2021.0,7.92,330.0,0.0,128.0,25.0,29.0,4.16,125.0,14.0,22.0,14.0,6.4,0.17,Unconfined,6.7,Others,Others,Tube Well,Shallow,51087.0,Others
24.122,77.6347,2021.0,7.49,2430.0,0.0,403.0,457.0,180.0,85.0,680.0,154.0,72.0,233.0,19.7,0.59,Unconfined,20.79,Others,Others,Tube Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,8.24,790.0,0.0,250.0,82.0,71.0,18.6,150.0,30.0,18.0,72.0,67.0,0.5,Unconfined,16.16,Others,Others,Dug Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,7.88,920.0,0.0,177.0,112.0,116.0,5.39,235.0,32.0,38.0,78.0,42.0,0.57,Unconfined,23.32,Others,Others,Dug Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,8.03,420.0,0.0,183.0,22.0,12.0,4.98,175.0,40.0,18.0,11.0,5.6,0.87,Unconfined,22.56,Others,Others,Tube Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,7.96,710.0,0.0,177.0,105.0,78.0,2.92,230.0,40.0,32.0,54.0,4.6,0.39,Unconfined,23.52,Loamy,Loamy,Tube Well,Artesian,33178.0,Mixed
24.122,77.6347,2021.0,7.76,610.0,0.0,153.0,65.0,54.0,34.5,235.0,46.0,29.0,28.0,4.8,0.39,Unconfined,23.83,Loamy,Loamy,Tube Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,7.73,900.0,0.0,146.0,112.0,99.0,45.47,200.0,42.0,23.0,60.0,90.0,0.35,Confined,21.32,Loamy,Loamy,Tube Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,7.66,620.0,0.0,159.0,87.0,63.0,17.29,200.0,50.0,18.0,45.0,7.0,0.44,Semi-Confined,15.53,Loamy,Loamy,Tube Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,7.96,500.0,0.0,244.0,22.0,13.0,1.0,205.0,28.0,33.0,19.0,1.5,0.41,Unconfined,15.09,Loamy,Loamy,Tube Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,8.2,650.0,0.0,293.0,25.0,41.0,3.85,190.0,36.0,24.0,58.0,3.3,1.48,Confined,22.68,Loamy,Loamy,Tube Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,7.94,2080.0,0.0,439.0,292.0,175.0,82.0,285.0,34.0,49.0,344.0,3.3,1.3,Confined,24.58,Loamy,Loamy,Tube Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,8.09,520.0,0.0,189.0,55.0,16.0,7.38,210.0,48.0,22.0,17.0,9.6,0.34,Semi-Confined,40.1,Others,Others,Bore Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.17,600.0,0.0,220.0,40.0,43.0,6.05,185.0,32.0,26.0,52.0,1.4,0.86,Unconfined,41.7,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.2,1070.0,0.0,287.0,97.0,125.0,37.25,360.0,40.0,63.0,59.0,34.0,0.89,Unconfined,42.9,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.07,880.0,0.0,287.0,67.0,66.0,33.15,260.0,30.0,45.0,82.0,1.2,1.07,Semi-Confined,31.0,Others,Others,Bore Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.0,580.0,0.0,177.0,35.0,75.0,26.41,155.0,30.0,19.0,57.0,7.8,0.59,Unconfined,23.5,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.18,440.0,0.0,177.0,15.0,22.0,7.38,180.0,32.0,24.0,16.0,0.6,0.38,Confined,49.7,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.07,410.0,0.0,201.0,12.0,16.0,4.98,175.0,34.0,22.0,13.0,0.5,0.38,Semi-Confined,49.2,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,7.76,970.0,0.0,214.0,140.0,119.0,5.02,285.0,36.0,47.0,83.0,13.0,0.45,Unconfined,15.3,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,7.62,1260.0,0.0,104.0,280.0,116.0,47.27,480.0,100.0,56.0,65.0,3.6,0.62,Unconfined,1.95,Others,Others,Dug Well,Shallow,51087.0,Others
24.122,77.6347,2021.0,7.68,610.0,0.0,171.0,32.0,64.0,39.72,220.0,34.0,33.0,28.0,16.5,0.42,Unconfined,10.2,Others,Others,Dug Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.65,1100.0,28.0,325.0,136.0,16.0,48.39,303.0,86.0,21.0,91.0,37.06,0.323,Unconfined,9.31,Others,Others,Dug Well,Shallow,51087.0,Others
24.122,77.6347,2021.0,8.37,980.0,12.0,307.0,148.0,8.0,22.52,308.0,45.0,48.0,82.0,2.76,0.737,Unconfined,5.78,Others,Others,Dug Well,Shallow,51087.0,Others
24.122,77.6347,2021.0,8.42,1070.0,15.0,356.0,163.0,8.0,11.8,272.0,51.0,35.0,105.0,25.9,0.544,Unconfined,16.51,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.34,560.0,12.0,236.0,49.0,2.0,5.64,205.0,43.0,24.0,31.0,2.4,0.535,Unconfined,17.4,Loamy,Loamy,Tube Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,8.56,2020.0,18.0,461.0,440.0,3.0,5.64,287.0,45.0,42.0,326.0,9.6,0.557,Confined,37.6,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,7.87,1770.0,0.0,563.0,265.0,4.0,24.98,493.0,119.0,48.0,163.0,25.0,0.516,Semi-Confined,36.9,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.33,910.0,12.0,264.0,131.0,17.0,31.43,269.0,62.0,28.0,74.0,18.5,0.272,Unconfined,37.1,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.06,310.0,0.0,124.0,30.0,8.0,1.72,103.0,18.0,14.0,21.0,1.92,0.465,Unconfined,34.18,Loamy,Loamy,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.26,140.0,0.0,30.0,25.0,2.0,1.72,31.0,6.0,4.0,16.0,0.74,0.407,Unconfined,30.1,Loamy,Loamy,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,7.3,390.0,0.0,125.0,54.0,12.0,12.57,113.0,21.0,15.0,30.0,10.35,0.0908,Unconfined,32.26,Loamy,Loamy,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.01,480.0,0.0,231.0,22.0,5.0,0.25,226.0,70.0,12.0,4.0,3.04,0.223,Unconfined,29.6,Loamy,Loamy,Bore Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,8.38,730.0,9.0,324.0,47.0,30.0,5.94,303.0,74.0,29.0,24.0,6.0,0.376,Confined,32.51,Loamy,Loamy,Tube Well,Artesian,87459.12,Mixed
24.122,77.6347,2021.0,8.33,420.0,12.0,142.0,35.0,1.0,14.88,154.0,43.0,11.0,23.0,1.95,0.5,Unconfined,28.45,Loamy,Loamy,Dug Well,Artesian,33178.0,Mixed
24.122,77.6347,2021.0,8.63,710.0,12.0,326.0,40.0,2.0,22.79,293.0,51.0,40.0,25.0,4.49,0.678,Confined,22.13,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,8.03,910.0,0.0,352.0,84.0,22.0,27.95,318.0,76.0,31.0,47.0,26.25,0.201,Confined,20.33,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,8.34,990.0,15.0,352.0,87.0,19.0,5.24,361.0,90.0,33.0,45.0,25.8,0.184,Confined,33.38,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,8.4,860.0,18.0,336.0,84.0,9.0,23.1,293.0,82.0,21.0,56.0,9.07,0.703,Unconfined,33.1,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,8.33,820.0,15.0,386.0,52.0,1.0,11.98,334.0,45.0,54.0,34.0,1.18,0.434,Confined,24.86,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,7.14,400.0,0.0,172.0,25.0,7.0,9.63,161.0,44.0,12.0,16.0,1.06,0.108,Unconfined,26.2,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,8.21,750.0,0.0,381.0,25.0,3.0,13.89,329.0,39.0,56.0,19.0,4.26,0.194,Unconfined,26.1,Others,Others,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.89,340.0,0.0,156.0,27.0,1.0,10.8,118.0,29.0,11.0,19.0,5.21,0.102,Confined,10.39,Others,Others,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,7.74,410.0,0.0,167.0,42.0,3.0,4.55,144.0,27.0,19.0,27.0,1.29,0.132,Semi-Confined,9.7,Others,Others,Tube Well,Shallow,77622.0,Others
24.122,77.6347,2021.0,8.32,1170.0,15.0,343.0,166.0,21.0,37.74,318.0,47.0,49.0,120.0,4.4,0.273,Unconfined,9.62,Others,Others,Tube Well,Shallow,77622.0,Others
24.122,77.6347,2021.0,8.27,900.0,0.0,381.0,74.0,3.0,12.18,334.0,53.0,49.0,51.0,2.15,0.402,Confined,6.3,Others,Others,Tube Well,Shallow,53423.0,Others
24.122,77.6347,2021.0,8.08,790.0,0.0,277.0,87.0,10.0,21.36,257.0,53.0,30.0,55.0,14.41,0.169,Unconfined,10.4,Others,Others,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,7.45,350.0,0.0,105.0,47.0,2.0,26.11,103.0,14.0,17.0,32.0,1.55,0.0686,Unconfined,35.04,Loamy,Loamy,Bore Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,8.54,830.0,15.0,285.0,89.0,3.0,20.86,287.0,90.0,15.0,49.0,14.91,0.166,Confined,10.0,Others,Others,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,8.29,920.0,0.0,356.0,104.0,3.0,26.11,323.0,82.0,29.0,60.0,2.46,0.528,Unconfined,14.44,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,8.45,1310.0,21.0,468.0,124.0,5.0,47.25,467.0,45.0,86.0,84.0,0.097,0.68,Confined,20.81,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,8.34,1060.0,12.0,456.0,104.0,6.0,11.76,392.0,44.0,69.0,60.0,2.9,0.357,Unconfined,34.53,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,8.63,1270.0,34.0,443.0,141.0,41.0,8.56,436.0,103.0,43.0,89.0,0.62,0.518,Confined,28.69,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,7.6,320.0,0.0,151.0,14.0,9.0,4.81,140.0,35.0,13.0,6.24,1.78,0.525,Confined,17.83,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,7.75,380.0,0.0,176.0,19.0,14.0,2.24,149.0,37.0,14.0,16.83,1.59,0.346,Semi-Confined,17.65,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,7.75,830.0,0.0,285.0,95.0,37.0,2.31,265.0,75.0,19.0,66.15,1.23,0.474,Unconfined,16.53,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,7.8,560.0,0.0,200.0,37.0,23.0,47.83,217.0,40.0,28.0,25.64,3.87,0.358,Unconfined,31.82,Loamy,Loamy,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.89,460.0,0.0,201.0,25.0,14.0,5.25,188.0,50.0,15.0,18.08,1.96,0.581,Unconfined,33.2,Loamy,Loamy,Tube Well,Artesian,77622.0,Others
24.122,77.6347,2021.0,7.77,410.0,0.0,182.0,21.0,14.0,2.03,164.0,40.0,16.0,15.23,5.4,0.622,Unconfined,37.07,Others,Others,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.37,2290.0,0.0,545.0,423.0,101.0,3.83,496.0,102.0,59.0,296.1,4.4,0.686,Confined,44.87,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,8.05,440.0,0.0,157.0,30.0,25.0,24.0,168.0,46.0,13.0,22.8,0.66,0.858,Unconfined,44.6,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,7.28,1450.0,0.0,351.0,243.0,42.0,1.88,414.0,110.0,34.0,141.5,1.43,0.76,Unconfined,40.91,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,7.72,650.0,0.0,254.0,44.0,28.0,48.12,260.0,60.0,27.0,28.87,0.54,0.772,Confined,47.67,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,7.3,660.0,0.0,188.0,81.0,32.0,3.2,221.0,54.0,21.0,48.44,0.86,0.515,Confined,40.86,Others,Others,Tube Well,Artesian,51087.0,Others
24.122,77.6347,2021.0,7.79,500.0,0.0,157.0,56.0,16.0,7.28,202.0,38.0,26.0,20.66,0.62,0.618,Unconfined,23.52,Others,Others,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.91,1120.0,0.0,285.0,155.0,67.0,16.63,342.0,67.0,42.0,91.94,11.68,0.947,Unconfined,39.1,Others,Others,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.88,310.0,0.0,145.0,19.0,1.0,1.99,125.0,21.0,18.0,12.23,0.7,0.648,Confined,18.12,Others,Others,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.87,450.0,0.0,182.0,28.0,21.0,4.15,173.0,33.0,22.0,20.9,1.57,0.595,Confined,48.98,Others,Others,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.76,1570.0,0.0,285.0,319.0,68.0,34.39,375.0,81.0,42.0,186.9,1.68,0.587,Unconfined,38.75,Others,Others,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.8,340.0,0.0,139.0,21.0,14.0,3.47,144.0,38.0,12.0,11.26,0.68,0.442,Confined,43.69,Others,Others,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.72,1870.0,0.0,351.0,326.0,93.0,49.17,577.0,121.0,67.0,151.2,18.8,0.435,Unconfined,43.2,Others,Others,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.84,540.0,0.0,236.0,25.0,18.0,4.53,231.0,52.0,25.0,15.6,0.3,0.504,Unconfined,43.26,Others,Others,Tube Well,Artesian,33247.1,Others
24.122,77.6347,2021.0,7.91,680.0,0.0,182.0,86.0,53.0,9.72,202.0,37.0,27.0,58.8,5.85,0.425,Unconfined,5.35,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,31147.0,Mixed
24.122,77.6347,2021.0,7.79,870.0,0.0,266.0,132.0,19.0,9.06,269.0,65.0,26.0,74.52,1.21,0.604,Unconfined,1.8,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,20845.0,Mixed
24.122,77.6347,2021.0,7.51,1110.0,0.0,321.0,178.0,27.0,5.13,313.0,75.0,30.0,109.55,2.32,0.702,Unconfined,4.7,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,20845.0,Mixed
24.122,77.6347,2021.0,8.05,560.0,0.0,266.0,25.0,5.0,2.55,236.0,38.0,34.0,17.82,0.39,1.02,Unconfined,18.62,Loamy,Loamy,Tube Well,Artesian,52089.0,Mixed
24.122,77.6347,2021.0,7.86,1150.0,0.0,212.0,213.0,67.0,36.87,318.0,71.0,34.0,114.77,3.14,0.953,Unconfined,15.18,Loamy,Loamy,Tube Well,Artesian,52089.0,Mixed
24.122,77.6347,2021.0,7.68,680.0,0.0,242.0,81.0,19.0,4.98,212.0,48.0,22.0,58.36,1.05,0.944,Unconfined,11.01,Loamy,Loamy,Dug Well,Artesian,52089.0,Mixed
24.122,77.6347,2021.0,7.93,430.0,0.0,157.0,32.0,16.0,15.77,164.0,37.0,17.0,22.3,1.36,2.31,Unconfined,8.23,Rocky/Gravelly,Rocky/Gravelly,Tube Well,Shallow,52089.0,Mixed
24.122,77.6347,2021.0,7.85,470.0,0.0,212.0,21.0,18.0,3.74,197.0,35.0,27.0,14.07,2.45,0.704,Unconfined,4.4,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,52089.0,Mixed
24.122,77.6347,2021.0,7.91,420.0,0.0,205.0,35.0,2.0,2.16,156.0,28.0,21.0,22.3,1.25,0.207,Unconfined,11.53,Rocky/Gravelly,Rocky/Gravelly,Tube Well,Artesian,52089.0,Mixed
24.122,77.6347,2021.0,8.1,1090.0,0.0,332.0,153.0,68.0,44.55,312.0,72.0,32.0,94.1,19.3,0.08,Unconfined,7.86,Rocky/Gravelly,Rocky/Gravelly,Tube Well,Shallow,20845.0,Mixed
24.122,77.6347,2021.0,8.1,510.0,0.0,260.0,21.0,17.0,3.01,212.0,40.0,27.0,14.93,7.8,0.145,Unconfined,26.2,Rocky/Gravelly,Rocky/Gravelly,Tube Well,Artesian,52089.0,Mixed
24.122,77.6347,2021.0,8.05,930.0,0.0,272.0,146.0,31.0,6.74,245.0,45.0,32.0,96.8,3.74,0.064,Unconfined,11.07,Loamy,Loamy,Tube Well,Artesian,52089.0,Mixed
24.122,77.6347,2021.0,7.83,490.0,0.0,205.0,38.0,10.0,8.22,198.0,36.0,26.0,20.91,0.44,0.338,Unconfined,5.11,Others,Others,Dug Well,Shallow,13580.0,Others
24.122,77.6347,2021.0,8.2,1040.0,0.0,362.0,108.0,20.0,4.97,345.0,57.0,49.0,74.3,10.4,0.0736,Unconfined,3.13,Others,Others,Dug Well,Shallow,13580.0,Others
24.122,77.6347,2021.0,7.86,820.0,0.0,320.0,70.0,26.0,0.93,312.0,49.0,46.0,44.11,0.6,0.633,Unconfined,7.2,Others,Others,Dug Well,Shallow,13580.0,Others
24.122,77.6347,2021.0,7.47,3170.0,0.0,586.0,739.0,5.0,5.92,727.0,174.0,71.0,386.0,12.7,0.0245,Unconfined,10.6,Others,Others,Dug Well,Artesian,13580.0,Others
24.122,77.6347,2021.0,8.21,850.0,0.0,284.0,136.0,10.0,2.08,231.0,43.0,30.0,85.8,4.53,0.118,Unconfined,2.51,Others,Others,Dug Well,Shallow,13580.0,Others
24.122,77.6347,2021.0,8.01,800.0,0.0,362.0,63.0,13.0,3.62,288.0,53.0,38.0,41.5,15.1,0.0995,Unconfined,13.25,Others,Others,Dug Well,Artesian,13580.0,Others
24.122,77.6347,2021.0,8.18,1530.0,0.0,465.0,185.0,84.0,5.79,387.0,74.0,49.0,121.3,86.1,0.062,Confined,31.0,Others,Others,Tube Well,Artesian,13580.0,Others
24.122,77.6347,2021.0,8.18,740.0,0.0,211.0,95.0,44.0,13.8,241.0,43.0,32.0,49.78,14.2,0.168,Unconfined,32.8,Others,Others,Dug Well,Artesian,13580.0,Others
24.122,77.6347,2021.0,8.12,1030.0,0.0,296.0,190.0,27.0,21.93,241.0,42.0,33.0,103.4,36.4,0.08,Unconfined,30.56,Others,Others,Dug Well,Artesian,13580.0,Others
24.122,77.6347,2021.0,8.3,300.0,0.0,214.0,28.0,13.0,0.58,189.0,53.0,13.0,21.0,1.5,0.534,Unconfined,2.73,Others,Others,Dug Well,Shallow,13580.0,Others
24.122,77.6347,2021.0,8.13,650.0,0.0,293.0,100.0,55.0,7.2,301.0,53.0,40.0,81.0,3.0,0.739,Semi-Confined,1.35,Others,Others,Bore Well,Shallow,13580.0,Others
24.122,77.6347,2021.0,8.4,400.0,3.0,360.0,14.0,14.0,2.0,158.0,22.0,24.0,95.0,1.0,1.03,Unconfined,5.47,Others,Others,Dug Well,Shallow,13580.0,Others
24.122,77.6347,2021.0,8.3,900.0,0.0,409.0,67.0,31.0,0.01,219.0,43.0,27.0,112.0,0.7,0.622,Unconfined,6.83,Others,Others,Dug Well,Shallow,13580.0,Others
24.122,77.6347,2021.0,8.2,900.0,0.0,311.0,91.0,66.0,9.82,357.0,45.0,58.0,62.0,3.9,0.858,Unconfined,23.02,Others,Others,Tube Well,Artesian,13580.0,Others
24.122,77.6347,2021.0,8.2,1100.0,0.0,433.0,135.0,25.0,0.0,260.0,35.0,41.0,145.0,0.7,1.3,Unconfined,23.1,Others,Others,Dug Well,Artesian,13580.0,Others
24.122,77.6347,2021.0,8.4,300.0,3.0,165.0,21.0,6.0,0.4,133.0,29.0,15.0,18.0,0.6,0.448,Unconfined,13.0,Others,Others,Dug Well,Artesian,56504.0,Others
24.122,77.6347,2021.0,8.3,400.0,0.0,232.0,19.0,4.0,0.0,158.0,37.0,16.0,30.0,1.8,0.316,Unconfined,11.83,Others,Others,Dug Well,Artesian,13580.0,Others
24.122,77.6347,2021.0,8.2,450.0,0.0,220.0,49.0,9.0,0.26,199.0,37.0,26.0,31.0,1.9,0.77,Unconfined,4.95,Others,Others,Dug Well,Shallow,13580.0,Others
24.122,77.6347,2021.0,8.1,500.0,0.0,189.0,51.0,30.0,1.74,138.0,41.0,9.0,54.0,2.3,0.448,Unconfined,5.11,Others,Others,Dug Well,Shallow,13580.0,Others
24.122,77.6347,2021.0,8.3,1600.0,0.0,653.0,153.0,48.0,0.21,423.0,31.0,83.0,195.0,2.1,0.628,Unconfined,19.11,Others,Others,Tube Well,Artesian,56504.0,Others
24.122,77.6347,2021.0,8.4,1550.0,3.0,555.0,174.0,57.0,10.5,265.0,31.0,45.0,240.0,1.5,0.582,Unconfined,12.64,Others,Others,Dug Well,Artesian,13580.0,Others
24.122,77.6347,2021.0,8.2,600.0,0.0,262.0,49.0,24.0,4.0,168.0,31.0,22.0,76.0,1.0,0.645,Confined,6.26,Loamy,Loamy,Tube Well,Shallow,33178.0,Mixed
24.122,77.6347,2021.0,8.1,750.0,0.0,220.0,111.0,44.0,3.3,270.0,33.0,45.0,63.0,2.22,0.713,Unconfined,8.54,Loamy,Loamy,Dug Well,Shallow,33178.0,Mixed
24.122,77.6347,2021.0,8.2,550.0,0.0,268.0,26.0,16.0,0.12,194.0,39.0,23.0,44.0,2.0,0.587,Unconfined,14.57,Loamy,Loamy,Tube Well,Artesian,33178.0,Mixed
24.122,77.6347,2021.0,8.4,850.0,3.0,384.0,53.0,30.0,8.08,265.0,72.0,21.0,44.0,53.0,0.271,Unconfined,1.89,Loamy,Loamy,Dug Well,Shallow,33178.0,Mixed
