LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,AQUIFER_TYPE,WLS_WTR_LEVEL,Broader_Classification_Soil,Broad_Soil_Type,SITE_TYPE,WLS_WTR_LEVEL_Categorized,Total Annual Ground Water Recharge,Broader_Classification_Lithology
24.122,25.9713889,90.9525,2021.0,8.39,273.1,9.0,225.88,28.36,2.57,225.0,100.0,24.02,9.7,54.82,31.93,Unconfined,2.48,Clayey,Clayey,Dug Well,Shallow,268401.73,Mixed
24.122,26.4,92.2319444,2021.0,8.39,369.1,9.0,201.46,28.36,8.98,225.0,190.0,18.01,35.19,10.27,3.01,Unconfined,2.1,Clayey,Clayey,Dug Well,Shallow,122407.34,Mixed
24.122,26.2898889,91.71211111,2021.0,8.39,469.7,9.0,238.09,209.155,2.77,225.0,240.0,38.03,35.18,72.43,46.72,Unconfined,3.39,Clayey,Clayey,Dug Well,Shallow,122407.34,Mixed
24.122,27.484937,95.351924,2021.0,8.39,768.1,9.0,146.52,95.715,26.25,225.0,230.0,32.03,36.39,50.05,19.24,Unconfined,1.06,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
24.122,26.1936111,92.2452778,2021.0,8.38,413.7,6.0,140.41,38.995,10.85,225.0,135.0,22.02,19.41,20.64,3.73,Unconfined,2.3,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
24.122,26.2709722,91.22075,2021.0,8.38,626.8,18.0,250.3,205.61,14.95,225.0,270.0,78.06,18.17,79.61,39.01,Unconfined,1.83,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
24.122,27.7803889,95.16677778,2021.0,8.38,438.2,9.0,219.78,38.995,22.97,225.0,185.0,36.03,23.04,30.14,10.59,Unconfined,3.3,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
24.122,26.1936111,92.24527778,2021.0,8.37,772.9,12.0,286.93,170.16,14.91,225.0,265.0,72.06,20.6,112.24,6.42,Confined,1.47,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
24.122,26.2580556,92.3116667,2021.0,8.37,270.6,9.0,97.68,31.905,13.92,225.0,120.0,28.02,12.12,5.84,7.5,Unconfined,1.33,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
24.122,27.49542,95.254476,2021.0,8.36,369.5,12.0,201.46,17.725,13.35,225.0,150.0,26.02,20.62,20.07,16.68,Unconfined,4.48,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
24.122,24.8533611,92.83588889,2021.0,8.35,338.5,9.0,183.15,116.985,5.69,225.0,170.0,38.03,18.19,55.51,13.45,Confined,14.31,Clayey,Clayey,Bore Well,Artesian,122407.34,Mixed
24.122,26.240898,92.26362,2021.0,8.35,183.7,9.0,79.36,31.905,8.6,225.0,95.0,22.02,9.7,10.81,3.9,Not Available,7.88,Clayey,Clayey,Bore Well,Shallow,122407.34,Mixed
24.122,24.5841667,92.01777778,2021.0,8.35,513.2,6.0,128.2,290.69,9.19,225.0,250.0,40.03,36.39,78.79,40.38,Not Available,13.34,Clayey,Clayey,Bore Well,Artesian,122407.34,Mixed
24.122,26.2266667,92.27583333,2021.0,8.33,875.8,6.0,286.93,177.25,20.72,225.0,230.0,58.05,20.6,114.16,36.82,Confined,14.43,Clayey,Clayey,Bore Well,Artesian,122407.34,Mixed
24.122,27.44,94.21,2021.0,8.33,27.14,12.0,42.73,10.635,0.15,225.0,30.0,4.0,4.85,13.14,7.74,Unconfined,4.45,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
24.122,24.7206944,92.34611111,2021.0,8.33,378.8,12.0,219.78,127.62,15.2,225.0,245.0,64.05,20.6,42.44,17.64,Unconfined,1.21,Clayey,Clayey,Dug Well,Shallow,122407.34,Mixed
24.122,24.56525,92.41,2021.0,8.31,336.1,15.0,219.78,106.35,1.77,225.0,195.0,56.04,13.32,40.44,28.72,Confined,6.51,Loamy,Loamy,Bore Well,Shallow,122407.34,Mixed
24.122,26.461485,92.47859,2021.0,8.31,403.7,15.0,244.2,24.815,19.27,225.0,190.0,28.02,29.11,32.06,8.54,Unconfined,0.92,Loamy,Loamy,Dug Well,Shallow,122407.34,Mixed
24.122,26.1188889,91.98,2021.0,8.29,109.6,0.0,79.36,14.18,0.42,225.0,45.0,16.01,1.21,18.04,4.28,Unconfined,2.59,Loamy,Loamy,Dug Well,Shallow,122407.34,Mixed
24.122,26.240898,92.26362,2021.0,8.28,120.0,0.0,61.05,17.725,5.37,225.0,65.0,14.01,7.27,8.79,1.7,Confined,9.42,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
24.122,27.5115833,94.58730556,2021.0,8.27,196.1,0.0,134.31,7.09,3.23,225.0,100.0,38.03,1.2,5.39,1.63,Unconfined,2.58,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
24.122,27.4476944,94.23002778,2021.0,8.24,108.9,0.0,67.15,7.09,7.82,225.0,65.0,18.01,4.85,2.37,2.41,Unconfined,1.45,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
24.122,25.9722222,92.58583333,2021.0,8.24,113.4,0.0,73.26,14.18,4.46,225.0,55.0,8.01,8.49,11.3,1.12,Unconfined,1.12,Clayey,Clayey,Dug Well,Shallow,122407.34,Mixed
24.122,25.8616667,92.76777778,2021.0,8.24,163.4,0.0,36.63,24.815,4.18,225.0,40.0,8.01,4.85,8.58,6.71,Unconfined,10.98,Clayey,Clayey,Dug Well,Artesian,122407.34,Mixed
24.122,26.1177778,91.96388889,2021.0,8.22,312.1,0.0,67.15,53.175,47.4,225.0,105.0,12.01,18.2,21.34,24.24,Not Available,8.19,Others,Others,Bore Well,Shallow,187340.94,Mixed
24.122,26.2125,92.97194444,2021.0,8.21,117.6,0.0,67.15,17.725,0.0,225.0,55.0,16.01,3.63,8.83,3.73,Unconfined,3.2,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
24.122,25.97,93.44080556,2021.0,8.2,217.3,0.0,61.05,53.175,7.71,225.0,65.0,14.01,7.27,33.77,5.37,Unconfined,9.93,Clayey,Clayey,Bore Well,Shallow,122407.34,Mixed
24.122,26.1180556,89.92255556,2021.0,8.2,68.06,0.0,91.57,53.175,13.35,225.0,120.0,42.03,3.62,14.01,4.38,Not Available,21.74,Others,Others,Bore Well,Artesian,187340.94,Mixed
24.122,25.8475,92.88416667,2021.0,8.18,156.1,0.0,61.05,28.36,3.75,225.0,65.0,24.02,1.2,15.37,2.15,Unconfined,2.99,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,186765.62,Mixed
24.122,27.0465556,93.83275,2021.0,8.17,237.0,0.0,134.31,21.27,4.17,225.0,110.0,26.02,10.91,12.16,2.37,Confined,5.66,Loamy,Loamy,Bore Well,Shallow,186765.62,Mixed
24.122,26.037,91.578,2021.0,8.17,281.7,0.0,177.04,28.36,14.64,225.0,140.0,36.03,12.12,18.16,8.77,Unconfined,4.32,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
24.122,26.1505556,93.7925,2021.0,8.17,144.7,0.0,85.47,24.815,5.5,225.0,90.0,22.02,8.48,8.36,4.7,Unconfined,5.64,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
24.122,26.2768889,90.44686111,2021.0,8.17,305.2,0.0,152.62,88.625,21.43,225.0,160.0,58.05,3.61,32.39,14.43,Unconfined,7.87,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,186765.62,Mixed
24.122,26.4375894,91.6236425,2021.0,8.16,829.2,0.0,360.19,67.355,76.88,225.0,230.0,46.04,27.89,56.58,76.42,Confined,9.26,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,186765.62,Mixed
24.122,26.8323333,93.35775,2021.0,8.16,140.2,0.0,73.26,10.635,2.51,225.0,60.0,12.01,7.28,9.54,6.56,Confined,5.57,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
24.122,26.2377778,90.57644444,2021.0,8.13,453.2,0.0,103.78,322.595,18.32,225.0,315.0,56.04,42.45,75.93,35.19,Confined,9.83,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,186765.62,Mixed
24.122,27.1228889,93.85394444,2021.0,8.12,263.4,0.0,134.31,17.725,12.31,225.0,110.0,24.02,12.12,9.65,13.86,Confined,3.48,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
24.122,26.1216667,92.35083333,2021.0,8.12,174.7,0.0,91.57,17.725,15.42,225.0,90.0,22.02,8.48,4.07,11.23,Unconfined,1.0,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
24.122,27.380266,95.615446,2021.0,8.12,182.5,0.0,122.1,10.635,4.35,225.0,100.0,20.02,12.13,5.07,1.38,Unconfined,53.73,Clayey,Clayey,Bore Well,Deep,122407.34,Mixed
24.122,24.6240556,92.36227778,2021.0,8.12,186.7,0.0,134.31,77.99,7.33,225.0,150.0,26.02,20.62,24.1,8.02,Not Available,12.32,Clayey,Clayey,Bore Well,Artesian,122407.34,Mixed
24.122,26.1319444,92.88805556,2021.0,8.1,58.86,0.0,48.84,10.635,0.85,225.0,30.0,8.01,2.42,12.7,3.83,Confined,9.39,Clayey,Clayey,Bore Well,Shallow,122407.34,Mixed
24.122,26.3925,93.88055556,2021.0,8.08,269.3,0.0,48.84,53.175,13.74,225.0,100.0,26.02,8.48,22.44,5.63,Unconfined,7.42,Clayey,Clayey,Bore Well,Shallow,122407.34,Mixed
24.122,26.7604722,93.26158333,2021.0,8.08,343.5,0.0,122.1,49.63,10.92,225.0,170.0,20.02,29.12,4.49,5.49,Unconfined,18.58,Clayey,Clayey,Bore Well,Artesian,122407.34,Mixed
24.122,26.2580556,92.31166667,2021.0,8.08,355.6,0.0,61.05,70.9,30.82,225.0,145.0,50.04,4.83,10.92,14.15,Confined,4.93,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
24.122,26.1674444,91.57083333,2021.0,8.07,1207.0,0.0,488.39,106.35,53.17,225.0,295.0,110.09,4.8,85.97,58.85,Unconfined,28.31,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Artesian,122407.34,Mixed
24.122,27.1374444,94.11066667,2021.0,8.06,161.4,0.0,128.2,7.09,0.05,225.0,100.0,20.02,12.13,6.17,2.32,Confined,15.92,Clayey,Clayey,Bore Well,Artesian,122407.34,Mixed
24.122,26.9014444,93.70805556,2021.0,8.06,197.1,0.0,152.62,7.09,0.0,225.0,115.0,22.02,14.55,11.45,4.79,Unconfined,14.62,Clayey,Clayey,Bore Well,Artesian,122407.34,Mixed
24.122,26.0266944,93.23236111,2021.0,8.05,297.3,9.0,256.4,14.18,2.78,225.0,165.0,30.02,21.83,27.83,3.49,Unconfined,3.53,Clayey,Clayey,Bore Well,Shallow,122407.34,Mixed
24.122,26.1386111,92.80861111,2021.0,8.04,130.0,0.0,91.57,14.18,0.94,225.0,85.0,14.01,12.13,15.16,1.11,Unconfined,7.79,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
24.122,26.0098667,93.63186111,2021.0,8.04,290.5,0.0,177.04,28.36,8.95,225.0,165.0,50.04,9.68,9.54,9.4,Semi-Confined,2.96,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
24.122,26.3715,90.58558333,2021.0,8.03,495.6,0.0,122.1,283.6,6.75,225.0,190.0,42.03,20.61,89.57,48.21,Unconfined,2.07,Clayey,Clayey,Dug Well,Shallow,122407.34,Mixed
24.122,27.255,95.23805556,2021.0,8.03,175.5,0.0,152.62,10.635,7.81,225.0,30.0,4.0,4.85,43.01,12.09,Unconfined,4.5,Others,Others,Dug Well,Shallow,187340.94,Mixed
26.4480278,91.07480556,2021.0,8.03,613.4,0.0,293.03,60.265,20.55,0.69,320.0,72.06,33.95,4.06,6.37,0.6,Confined,11.01,Clayey,Clayey,Bore Well,Artesian,122407.34,Mixed
25.9327778,92.71,2021.0,8.02,124.8,0.0,79.36,28.36,1.39,0.0,80.0,22.02,6.06,8.51,1.67,0.69,Unconfined,3.17,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
26.5412778,91.60255556,2021.0,7.99,298.9,0.0,134.31,152.435,14.91,0.0,85.0,20.02,8.49,87.84,33.53,0.34,Confined,9.62,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
26.2257778,91.61447222,2021.0,7.97,1387.0,0.0,390.71,326.14,15.32,0.53,455.0,108.09,44.85,117.88,64.88,0.84,Unconfined,5.33,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
26.0377,91.5839,2021.0,7.97,53.41,0.0,85.47,17.725,8.16,0.29,25.0,6.0,2.42,24.55,12.11,0.2,Confined,15.92,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Artesian,122407.34,Mixed
27.11975,93.93016667,2021.0,7.97,460.3,0.0,109.89,38.995,11.43,42.47,190.0,14.01,37.61,7.98,3.56,0.23,Confined,19.11,Clayey,Clayey,Bore Well,Artesian,122407.34,Mixed
24.6031389,92.531361,2021.0,7.97,304.0,0.0,213.67,81.535,1.69,0.36,225.0,22.02,41.25,21.22,2.92,0.37,Unconfined,2.71,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
26.0411111,91.35972222,2021.0,7.96,266.7,0.0,109.89,24.815,55.36,3.89,80.0,22.02,6.06,32.11,19.8,1.0,Confined,2.92,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
26.1725,92.94333333,2021.0,7.96,201.6,0.0,85.47,35.45,5.1,0.0,65.0,12.01,8.49,22.25,5.45,1.1,Unconfined,3.37,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
26.3361111,92.76138889,2021.0,7.95,581.6,0.0,317.45,155.98,1.06,0.0,335.0,40.03,57.02,67.45,2.8,0.73,Unconfined,2.7,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
26.732836,91.959796,2021.0,7.94,156.0,0.0,79.36,46.085,24.28,0.0,75.0,10.01,12.13,25.85,7.98,0.36,Confined,54.66,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Deep,122407.34,Mixed
26.570366,91.981299,2021.0,7.94,260.3,0.0,109.89,198.52,13.83,0.2,140.0,26.02,18.19,69.42,37.67,0.55,Unconfined,2.65,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,122407.34,Mixed
26.4687778,90.80183333,2021.0,7.94,457.9,0.0,244.2,81.535,7.08,0.0,260.0,70.06,20.6,13.63,6.08,0.89,Unconfined,2.89,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
26.7518611,92.14275,2021.0,7.93,125.7,0.0,115.99,56.72,9.2,0.04,65.0,16.01,6.06,33.85,3.87,0.44,Confined,3.37,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
26.1438889,92.37416667,2021.0,7.93,74.43,0.0,42.73,10.635,4.46,0.0,30.0,6.0,3.64,8.91,1.81,0.94,Confined,5.48,Clayey,Clayey,Bore Well,Shallow,122407.34,Mixed
26.1263889,92.2525,2021.0,7.92,65.01,0.0,42.73,10.635,4.19,0.0,40.0,4.0,7.28,4.5,4.17,0.64,Confined,0.36,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,122407.34,Mixed
27.2716389,94.02529722,2021.0,7.92,88.25,0.0,42.73,17.725,3.31,0.0,45.0,12.01,3.63,3.97,2.12,0.52,Unconfined,8.11,Others,Others,Dug Well,Shallow,254085.69,Mixed
25.9291667,90.77638889,2021.0,7.89,128.3,6.0,48.84,109.895,6.24,0.5,50.0,18.01,1.2,55.58,37.92,1.2,Unconfined,3.25,Others,Others,Dug Well,Shallow,254085.69,Mixed
25.9833333,91.245,2021.0,7.87,208.5,0.0,54.94,24.815,35.06,0.19,95.0,26.02,7.27,13.51,2.76,1.0,Unconfined,1.83,Clayey,Clayey,Dug Well,Shallow,254085.69,Mixed
26.0286111,93.76722222,2021.0,7.86,212.6,0.0,48.84,42.54,2.88,25.07,75.0,22.02,4.84,21.34,1.0,0.31,Unconfined,0.91,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
26.4375889,91.606975,2021.0,7.83,858.4,0.0,347.98,219.79,20.09,0.88,320.0,14.01,69.17,78.7,57.78,0.63,Unconfined,4.75,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
26.7652778,92.31,2021.0,7.8,227.3,0.0,61.05,95.715,30.79,3.38,100.0,20.02,12.13,36.83,15.31,0.38,Unconfined,0.83,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
26.711652,92.205556,2021.0,7.8,723.7,0.0,189.25,262.33,6.73,2.19,175.0,38.03,19.4,97.87,79.86,0.8,Unconfined,0.9,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
26.732836,92.20763889,2021.0,7.77,144.0,0.0,85.47,77.99,32.93,0.0,115.0,14.01,19.41,31.07,9.97,0.28,Unconfined,2.66,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,192120.35,Others
26.301479,91.59475,2021.0,7.77,536.0,0.0,219.78,53.175,84.79,1.74,205.0,46.04,21.82,40.08,17.71,1.0,Unconfined,2.68,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
26.48725,90.63341667,2021.0,7.76,260.7,0.0,170.94,49.63,6.75,0.0,180.0,50.04,13.33,12.37,2.12,0.38,Unconfined,3.03,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
24.56658,92.4610556,2021.0,7.76,145.7,0.0,122.1,113.44,1.4,0.51,125.0,30.02,12.12,39.35,20.38,0.2,Unconfined,1.85,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
26.1963889,93.79527778,2021.0,7.7,89.05,0.0,36.63,31.905,0.0,0.0,35.0,10.01,2.42,18.78,2.33,0.35,Confined,7.57,Others,Others,Tube Well,Shallow,254085.69,Others
25.9945,93.41102778,2021.0,7.7,125.4,0.0,24.42,38.995,2.25,0.77,45.0,12.01,3.63,13.04,2.18,0.26,Confined,6.98,Others,Others,Tube Well,Shallow,254085.69,Others
26.2213889,93.8225,2021.0,7.68,290.3,0.0,158.73,38.995,7.86,0.0,140.0,38.03,10.9,24.01,3.18,0.57,Unconfined,5.67,Others,Others,Tube Well,Shallow,254085.69,Others
26.715,93.8225,2021.0,7.67,462.0,0.0,250.3,38.995,36.14,1.08,275.0,30.02,48.53,3.88,1.88,0.5,Unconfined,8.03,Others,Others,Dug Well,Shallow,192120.35,Others
27.0235194,93.8225,2021.0,7.67,149.3,0.0,91.57,10.635,0.0,0.26,85.0,24.02,6.06,3.71,4.02,0.36,Unconfined,1.45,Others,Others,Dug Well,Shallow,254085.69,Mixed
26.2630556,93.8225,2021.0,7.63,251.9,0.0,67.15,31.905,10.85,34.1,140.0,28.02,16.98,5.22,2.19,0.54,Unconfined,2.15,Others,Others,Dug Well,Shallow,254085.69,Others
25.9658333,93.8225,2021.0,7.63,711.1,0.0,158.73,145.345,35.15,1.19,265.0,62.05,26.67,61.43,6.84,0.42,Unconfined,1.85,Others,Others,Dug Well,Shallow,254085.69,Mixed
26.1466667,92.16555556,2021.0,7.61,328.9,0.0,134.31,42.54,30.6,6.95,125.0,18.01,19.41,24.22,20.2,0.4,Unconfined,6.65,Others,Others,Dug Well,Shallow,254085.69,Others
26.0588889,93.2025,2021.0,7.6,160.9,0.0,36.63,53.175,2.17,14.65,30.0,8.01,2.42,27.4,14.84,0.32,Unconfined,0.94,Others,Others,Dug Well,Shallow,254085.69,Others
26.8230556,92.78186111,2021.0,7.57,256.2,0.0,109.89,24.815,19.93,0.21,90.0,24.02,7.27,17.33,16.21,0.23,Unconfined,2.89,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,254085.69,Others
26.6065278,91.58047222,2021.0,7.57,854.3,0.0,366.29,262.33,6.48,11.01,350.0,42.03,59.45,84.67,68.87,0.58,Unconfined,2.95,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
26.0236111,91.32444444,2021.0,7.56,169.1,0.0,103.78,28.36,13.29,0.49,65.0,18.01,4.85,23.71,8.18,0.89,Unconfined,3.9,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
26.7327778,91.55636111,2021.0,7.56,651.7,0.0,305.24,194.975,7.05,3.08,245.0,40.03,35.17,78.85,56.99,0.46,Unconfined,1.5,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
24.9681389,92.40863889,2021.0,7.56,486.0,0.0,195.36,248.15,12.49,1.84,260.0,42.03,37.6,76.31,42.26,0.27,Unconfined,1.72,Others,Others,Dug Well,Shallow,254085.69,Others
26.3385278,90.66238889,2021.0,7.56,216.0,0.0,79.36,141.8,8.45,0.21,60.0,20.02,2.42,66.86,34.03,0.2,Unconfined,2.29,Others,Others,Dug Well,Shallow,254085.69,Others
26.0099444,93.26277778,2021.0,7.56,341.1,0.0,244.2,28.36,3.38,6.19,155.0,44.04,10.9,36.12,11.73,0.69,Unconfined,1.39,Others,Others,Dug Well,Shallow,254085.69,Others
26.4724722,90.88069444,2021.0,7.55,408.8,0.0,177.04,131.165,30.21,0.39,185.0,70.06,2.39,52.75,26.2,0.5,Unconfined,2.28,Others,Others,Dug Well,Shallow,254085.69,Others
27.319722,95.818056,2021.0,7.55,150.5,0.0,73.26,10.635,16.86,1.0,85.0,18.01,9.7,2.83,3.78,0.08,Unconfined,1.17,Others,Others,Dug Well,Shallow,254085.69,Others
26.4846111,90.16630556,2021.0,7.54,241.0,0.0,134.31,42.54,33.58,0.0,165.0,46.04,12.11,7.82,3.46,0.42,Unconfined,0.87,Others,Others,Dug Well,Shallow,254085.69,Others
26.6054167,92.38016667,2021.0,7.54,163.6,0.0,54.94,28.36,8.71,12.42,55.0,10.01,7.28,14.73,7.15,0.17,Unconfined,12.22,Others,Others,Bore Well,Artesian,254085.69,Others
27.333138,95.848262,2021.0,7.51,181.4,0.0,48.84,21.27,20.39,0.0,70.0,10.01,10.92,5.28,2.22,0.08,Unconfined,1.87,Others,Others,Dug Well,Shallow,254085.69,Others
24.9994167,92.51302778,2021.0,7.45,370.8,0.0,85.47,326.14,51.28,5.14,410.0,72.06,55.79,54.94,24.73,0.23,Unconfined,3.45,Others,Others,Dug Well,Shallow,254085.69,Others
26.7990278,92.91105556,2021.0,7.44,231.2,0.0,134.31,7.09,10.73,4.46,115.0,20.02,15.77,1.86,16.06,0.22,Confined,10.8,Others,Others,Tube Well,Artesian,254085.69,Others
26.3216667,93.87222222,2021.0,7.44,178.5,0.0,24.42,49.63,10.72,13.56,45.0,4.0,8.49,27.5,10.88,0.29,Unconfined,2.97,Clayey,Clayey,Dug Well,Shallow,254085.69,Mixed
26.3452778,92.74861111,2021.0,7.42,596.6,0.0,378.5,49.63,13.35,22.38,235.0,6.0,53.4,54.56,20.82,0.65,Unconfined,7.6,Clayey,Clayey,Dug Well,Shallow,254085.69,Mixed
26.7031389,92.47083333,2021.0,7.39,198.1,0.0,79.36,24.815,13.97,7.27,70.0,14.01,8.49,15.06,7.86,0.07,Semi-Confined,9.51,Rocky/Gravelly,Rocky/Gravelly,Tube Well,Shallow,254085.69,Others
26.041,91.585,2021.0,7.35,71.23,0.0,73.26,21.27,8.28,1.04,40.0,6.0,6.07,15.81,12.39,0.49,Unconfined,1.86,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,254085.69,Others
26.5691667,90.37527778,2021.0,7.35,126.7,0.0,67.15,77.99,13.23,3.82,55.0,14.01,4.85,46.6,7.4,0.18,Confined,6.92,Others,Others,Tube Well,Shallow,192120.35,Others
24.6289722,92.67444444,2021.0,7.33,213.5,0.0,97.68,120.53,1.84,0.43,85.0,26.02,4.84,49.72,28.72,0.24,Unconfined,5.2,Others,Others,Tube Well,Shallow,192120.35,Others
26.6348611,90.38402778,2021.0,7.3,106.9,0.0,24.42,46.085,7.2,6.64,80.0,20.02,7.27,2.29,3.21,0.15,Unconfined,5.9,Others,Others,Dug Well,Shallow,192120.35,Others
27.383005,95.903574,2021.0,7.29,49.38,0.0,24.42,10.635,2.04,3.31,30.0,4.0,4.85,4.42,0.69,0.14,Unconfined,1.85,Others,Others,Dug Well,Shallow,254085.69,Others
26.5541667,90.15277778,2021.0,7.17,151.4,0.0,91.57,77.99,10.18,0.66,200.0,20.02,36.4,5.09,3.15,0.24,Unconfined,0.35,Others,Others,Dug Well,Shallow,254085.69,Others
25.2573056,91.74127778,2021.0,7.07,576.1,0.0,207.57,219.79,20.38,0.14,325.0,44.04,52.16,47.15,18.58,0.49,Unconfined,0.84,Others,Others,Dug Well,Shallow,192120.35,Others
25.9672222,90.925,2021.0,7.06,136.8,0.0,152.62,70.9,9.55,0.31,105.0,38.03,2.41,48.84,18.98,0.27,Unconfined,4.93,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
24.8743889,92.58333333,2021.0,7.0,289.3,0.0,48.84,198.52,11.59,2.0,90.0,30.02,3.63,77.09,34.75,0.17,Unconfined,3.68,Others,Others,Dug Well,Shallow,254085.69,Mixed
24.6070556,92.72716667,2021.0,6.71,224.5,0.0,67.15,191.43,8.02,0.79,170.0,28.02,24.26,65.16,25.19,0.22,Unconfined,0.5,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
24.6651111,92.71877778,2021.0,6.7,88.52,0.0,85.47,60.265,2.17,0.93,50.0,8.01,7.28,33.1,16.4,0.11,Unconfined,1.38,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
26.5608333,90.29138889,2021.0,6.69,73.65,0.0,61.05,56.72,16.02,3.22,150.0,10.01,30.33,2.96,3.84,0.16,Unconfined,11.4,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Artesian,192120.35,Others
24.7903056,93.0055,2021.0,6.61,224.8,0.0,85.47,148.89,13.61,0.26,60.0,14.01,6.06,67.95,46.25,0.2,Unconfined,2.77,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
26.0563889,90.49527778,2021.0,6.54,128.2,0.0,85.47,116.985,10.38,0.66,95.0,20.02,10.91,48.98,17.11,0.16,Confined,155.42,Others,Others,Tube Well,Deep,254085.69,Others
24.6485833,92.88222222,2021.0,6.35,164.2,0.0,36.63,134.71,9.32,1.54,40.0,10.01,3.64,55.34,38.53,0.15,Confined,84.4,Others,Others,Tube Well,Deep,254085.69,Others
26.0127778,90.70083333,2021.0,6.2,80.24,0.0,54.94,127.62,7.7,0.71,55.0,14.01,4.85,55.74,27.28,0.09,Unconfined,1.97,Others,Others,Dug Well,Shallow,254085.69,Others
26.0258333,90.41638889,2021.0,6.02,60.16,0.0,42.73,85.08,7.87,0.62,65.0,10.01,9.7,35.24,5.51,0.16,Unconfined,1.4,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,192120.35,Others
